编号	顾客人数	到来时刻	等待用时	就餐时刻	就餐用时  	离开时刻
044	    2		  14:47		  0:00		  14:47		  0:11		  14:58
045	    4		  14:47		  0:00		  14:47		  0:24		  15:11
046	    1		  14:59		  0:00		  14:59		  0:16		  15:15
047	    3		  15:02		  0:00		  15:02		  0:30		  15:32
048	    2		  15:03		  0:00		  15:03		  0:06		  15:09
049	    2		  15:10		  0:00		  15:10		  0:30		  15:40
050	    1		  15:15		  0:00		  15:15		  0:16		  15:31
051	    3		  15:20		  0:00		  15:20		  0:08		  15:28
052	    4		  15:20		  0:00		  15:20		  0:20		  15:40
053	    1		  15:22		  0:00		  15:22		  0:26		  15:48
054	    4		  15:23		  0:17		  15:40		  0:17		  15:57
055	    3		  15:26		  0:02		  15:28		  0:22		  15:50
056	    2		  15:28		  0:00		  15:28		  0:11		  15:39
057	    4		  15:29		  0:28		  15:57		  0:09		  16:06
058	    4		  15:34		  0:32		  16:06		  0:03		  16:09
059	    4		  15:34		  0:35		  16:09		  0:09		  16:18
060	    4		  15:36		  0:42		  16:18		  0:17		  16:35
061	    3		  15:38		  0:00		  15:38		  0:09		  15:47
062	    3		  15:38		  0:09		  15:47		  0:15		  16:02
063	    1		  15:46		  0:00		  15:46		  0:22		  16:08
064	    2		  15:52		  0:00		  15:52		  0:10		  16:02
065	    3		  15:53		  0:00		  15:53		  0:29		  16:22
066	    4		  16:03		  0:32		  16:35		  0:19		  16:54
067	    1		  16:04		  0:00		  16:04		  0:08		  16:12
068	    1		  16:06		  0:00		  16:06		  0:08		  16:14
069	    3		  16:06		  0:00		  16:06		  0:18		  16:24
070	    4		  16:07		  0:47		  16:54		  0:21		  17:15
071	    2		  16:14		  0:00		  16:14		  0:21		  16:35
072	    3		  16:19		  0:03		  16:22		  0:25		  16:47
073	    2		  16:21		  0:00		  16:21		  0:19		  16:40
074	    2		  16:21		  0:00		  16:21		  0:30		  16:51
075	    1		  16:22		  0:00		  16:22		  0:05		  16:27
076	    1		  16:25		  0:00		  16:25		  0:24		  16:49
077	    4		  16:25		  0:50		  17:15		  0:24		  17:39
078	    2		  16:28		  0:00		  16:28		  0:20		  16:48
079	    4		  16:28		  1:11		  17:39		  0:17		  17:56
080	    1		  16:29		  0:00		  16:29		  0:02		  16:31
081	    1		  16:40		  0:00		  16:40		  0:13		  16:53
082	    4		  16:41		  1:15		  17:56		  0:24		  18:20
083	    1		  16:44		  0:00		  16:44		  0:25		  17:09
084	    4		  16:44		  1:36		  18:20		  0:25		  18:45
085	    4		  16:49		  1:56		  18:45		  0:18		  19:03
086	    2		  16:57		  0:00		  16:57		  0:14		  17:11
087	    2		  17:07		  0:00		  17:07		  0:06		  17:13
088	    3		  17:10		  0:00		  17:10		  0:02		  17:12
089	    1		  17:17		  0:00		  17:17		  0:11		  17:28
090	    2		  17:19		  0:00		  17:19		  0:16		  17:35
091	    1		  17:25		  0:00		  17:25		  0:16		  17:41
092	    3		  17:27		  0:00		  17:27		  0:21		  17:48
093	    2		  17:33		  0:00		  17:33		  0:15		  17:48
094	    4		  17:33		  1:30		  19:03		  0:20		  19:23
095	    1		  17:36		  0:00		  17:36		  0:26		  18:02
096	    2		  17:41		  0:00		  17:41		  0:14		  17:55
097	    4		  17:42		  1:41		  19:23		  0:02		  19:25
098	    4		  17:54		  1:31		  19:25		  0:29		  19:54
099	    2		  17:57		  0:00		  17:57		  0:11		  18:08
100	    1		  18:03		  0:00		  18:03		  0:23		  18:26
101	    2		  18:05		  0:00		  18:05		  0:27		  18:32
102	    4		  18:09		  1:45		  19:54		  0:13		  20:07
103	    1		  18:15		  0:00		  18:15		  0:30		  18:45
104	    4		  18:25		  1:42		  20:07		  0:02		  20:09
105	    2		  18:28		  0:00		  18:28		  0:08		  18:36
106	    2		  18:32		  0:00		  18:32		  0:26		  18:58
107	    3		  18:44		  0:00		  18:44		  0:23		  19:07
108	    1		  18:45		  0:00		  18:45		  0:04		  18:49
109	    2		  18:45		  0:00		  18:45		  0:11		  18:56
110	    1		  18:49		  0:00		  18:49		  0:13		  19:02
111	    1		  18:58		  0:00		  18:58		  0:04		  19:02
112	    2		  19:00		  0:00		  19:00		  0:01		  19:01
113	    1		  19:06		  0:00		  19:06		  0:15		  19:21
114	    2		  19:08		  0:00		  19:08		  0:11		  19:19
115	    3		  19:08		  0:00		  19:08		  0:14		  19:22
116	    4		  19:11		  0:58		  20:09		  0:13		  20:22
117	    3		  19:12		  0:00		  19:12		  0:15		  19:27
118	    3		  19:18		  0:04		  19:22		  0:19		  19:41
119	    2		  19:28		  0:00		  19:28		  0:12		  19:40
120	    2		  19:35		  0:00		  19:35		  0:15		  19:50
121	    2		  19:42		  0:00		  19:42		  0:26		  20:08
122	    2		  19:43		  0:00		  19:43		  0:11		  19:54
123	    1		  19:48		  0:00		  19:48		  0:14		  20:02
124	    1		  19:51		  0:00		  19:51		  0:27		  20:18
125	    1		  19:54		  0:00		  19:54		  0:03		  19:57
126	    2		  20:06		  0:00		  20:06		  0:30		  20:36
127	    4		  20:13		  0:09		  20:22		  0:19		  20:41
128	    1		  20:23		  0:00		  20:23		  0:29		  20:52
129	    1		  20:33		  0:00		  20:33		  0:07		  20:40
130	    3		  20:33		  0:00		  20:33		  0:04		  20:37
131	    1		  20:35		  0:00		  20:35		  0:16		  20:51
132	    3		  20:36		  0:00		  20:36		  0:11		  20:47
133	    2		  20:37		  0:00		  20:37		  0:14		  20:51
134	    2		  20:39		  0:00		  20:39		  0:28		  21:07
135	    2		  20:47		  0:00		  20:47		  0:30		  21:17
136	    4		  20:49		  0:00		  20:49		  0:06		  20:55
137	    2		  21:03		  0:00		  21:03		  0:17		  21:20
138	    4		  21:04		  0:00		  21:04		  0:07		  21:11
139	    4		  21:12		  0:00		  21:12		  0:24		  21:36
140	    3		  21:23		  0:00		  21:23		  0:07		  21:30
141	    1		  21:27		  0:00		  21:27		  0:20		  21:47
142	    3		  21:38		  0:00		  21:38		  0:30		  22:08
143	    3		  21:41		  0:00		  21:41		  0:10		  21:51
144	    4		  21:43		  0:00		  21:43		  0:09		  21:52
145	    2		  21:49		  0:00		  21:49		  0:20		  22:09
146	    1		  21:54		  0:00		  21:54		  0:18		  22:12
147	    1		  21:58		  0:00		  21:58		  0:09		  22:07
148	    2		  22:10		  0:00		  22:10		  0:04		  22:14
149	    3		  22:16		  0:00		  22:16		  0:16		  22:32
150	    1		  22:19		  0:00		  22:19		  0:23		  22:42
151	    1		  22:19		  0:00		  22:19		  0:25		  22:44
152	    2		  22:21		  0:00		  22:21		  0:11		  22:32
153	    3		  22:21		  0:00		  22:21		  0:09		  22:30
154	    2		  22:32		  0:00		  22:32		  0:18		  22:50
155	    1		  22:37		  0:00		  22:37		  0:22		  22:59
156	    4		  22:39		  0:00		  22:39		  0:15		  22:54
157	    2		  22:44		  0:00		  22:44		  0:19		  23:03
158	    4		  22:48		  0:06		  22:54		  0:15		  23:09
159	    1		  23:10		  0:00		  23:10		  0:24		  23:34
160	    1		  23:11		  0:00		  23:11		  0:27		  23:38
161	    2		  23:11		  0:00		  23:11		  0:04		  23:15
162	    4		  23:12		  0:00		  23:12		  0:26		  23:38
163	    2		  23:15		  0:00		  23:15		  0:07		  23:22
164	    1		  23:19		  0:00		  23:19		  0:14		  23:33
165	    3		  23:23		  0:00		  23:23		  0:03		  23:26
166	    3		  23:24		  0:00		  23:24		  0:21		  23:45
167	    3		  23:26		  0:00		  23:26		  0:18		  23:44
168	    1		  23:27		  0:00		  23:27		  0:10		  23:37
169	    4		  23:27		  0:11		  23:38		  0:03		  23:41
170	    1		  23:29		  0:00		  23:29		  0:23		  23:52
171	    1		  23:35		  0:00		  23:35		  0:19		  23:54
172	    1		  23:44		  0:00		  23:44		  0:20		  00:04
173	    1		  23:45		  0:00		  23:45		  0:10		  23:55
174	    4		  23:49		  0:00		  23:49		  0:19		  00:08
175	    2		  23:50		  0:00		  23:50		  0:27		  00:17
176	    2		  23:53		  0:00		  23:53		  0:13		  00:06
177	    3		  23:54		  0:00		  23:54		  0:05		  23:59
178	    4		  23:57		  0:11		  00:08		  0:30		  00:38
179	    3		  00:01		  0:00		  00:01		  0:29		  00:30
180	    4		  00:10		  0:28		  00:38		  0:13		  00:51
181	    2		  00:16		  0:00		  00:16		  0:17		  00:33
182	    4		  00:16		  0:35		  00:51		  0:21		  01:12
183	    4		  00:18		  0:54		  01:12		  0:04		  01:16
184	    2		  00:24		  0:00		  00:24		  0:02		  00:26
185	    2		  00:33		  0:00		  00:33		  0:09		  00:42
186	    1		  00:39		  0:00		  00:39		  0:16		  00:55
187	    3		  00:40		  0:00		  00:40		  0:07		  00:47
188	    1		  00:42		  0:00		  00:42		  0:01		  00:43
189	    4		  00:42		  0:34		  01:16		  0:17		  01:33
190	    2		  00:43		  0:00		  00:43		  0:17		  01:00
191	    3		  00:46		  0:00		  00:46		  0:03		  00:49
192	    2		  00:48		  0:00		  00:48		  0:19		  01:07
194	    1		  00:57		  0:00		  00:57		  0:26		  01:23
196	    3		  01:08		  0:00		  01:08		  0:12		  01:20
197	    1		  01:13		  0:00		  01:13		  0:23		  01:36
198	    1		  01:18		  0:00		  01:18		  0:19		  01:37
